Rank,Hebrew,English,cefr_level,confidence,source
5314,שנמצאו,that/who were found / that/who were [at],A1,1.0,concordance
5315,עצמאיות,independent (f.pl.),C1,0.538,model_predicted
5316,אצילים,aristocrats / noble (m.pl.),C1,0.63,model_predicted
5317,העבירו,passed / transferred (pl.),A2,0.41,model_predicted
5318,ההנחה,the assumption / the discount,C1,0.58,model_predicted
5319,במושבות,in villages / in colonies / in the villages / in the colonies,A1,0.697,model_predicted
5320,בהתקפה,in/under an attack / in/under the attack,A2,0.429,model_predicted
5321,מילימטרים,millimeters,B2,0.322,model_predicted
5322,להשמיד,to destroy,B2,0.379,model_predicted
5323,בכיבוש,[in] an occupation / by occupying / [by] the occupation,C1,0.469,model_predicted
5324,רובי,rifles of / my rifle,A2,0.439,model_predicted
5325,נורו,were shot,A1,0.62,model_predicted
5326,נשמר,is/was guarded / is/was kept / is/was protected (m.s.),A2,0.447,model_predicted
5327,מודיעין,information / intelligence,A2,1.0,concordance
5328,לחיל,to the forces of / to forces / to success,B1,0.454,model_predicted
5329,להחליט,to decide,A2,0.365,model_predicted
5330,להבקיע,to score [a goal],A2,0.39,model_predicted
5331,הקרויים,that/who are called (m.pl.),A1,1.0,concordance
5332,החשש,the worry / the fear,A2,0.401,model_predicted
5333,הסטודנטים,the students,A1,1.0,concordance
5334,ביחידות,in units / in squad / in the units / in the squads,A2,0.277,model_predicted
5335,בגלוי,openly,C1,0.42,model_predicted
5336,ציבורי,public,B1,0.421,model_predicted
5337,נדרשו,were required,A1,0.62,model_predicted
5338,מייסד,the founder,C1,0.352,model_predicted
5339,מילולית,verbally / literally,C1,0.427,model_predicted
5340,מקו,from a line / from the line of,A1,0.672,model_predicted
5341,מחוזות,districts,B1,0.324,model_predicted
5342,מדינית,political (f.s.),B2,0.325,model_predicted
5343,מטענים,cargoes / luggage / load,B1,0.323,model_predicted
5344,לפיו,according to him/it,B1,0.344,model_predicted
5345,וליצור,and to create / and to make,A2,0.38,model_predicted
5346,וחלקם,and some of them / and their part / and their share,A1,0.706,model_predicted
5347,שעלתה,that/who went up / that/who climbed / that/who increased / that/who immigrated (f.s.),A1,1.0,concordance
5348,קודמות,former / previous (f.pl),B1,0.356,model_predicted
5349,פיגועי,the terrorist acts of,B2,1.0,concordance
5350,כפולה,double / multiple,A2,0.385,model_predicted
5351,המוחלט,the total (m.s.),B1,1.0,concordance
5352,התגובה,the response,B1,0.451,model_predicted
5353,הנסיך,the prince,A2,0.427,model_predicted
5354,סבו,his grandfather / encircled / rotate (pl.),A1,0.788,model_predicted
5355,נתגלו,were discovered,A1,0.62,model_predicted
5356,נהרסו,were destroyed / were demolished,A1,0.62,model_predicted
5357,מתוארים,are described (m.pl.),A1,0.786,model_predicted
5358,מתקני,installations of / devices of,C1,1.0,concordance
5359,מועמדים,applicants / candidates / nominees (m.pl.),C1,0.436,model_predicted
5360,מכוסים,covered (m.pl.),B1,0.364,model_predicted
5361,מהעיר,from the city,A1,0.672,model_predicted
5362,מנהרה,tunnel,B1,1.0,concordance
5363,לבלתי,in order not,A2,0.498,model_predicted
5364,תעשיית,industry of,B2,0.367,model_predicted
5365,ובתי,and the houses of / and the homes of,A1,0.817,model_predicted
5366,שליחים,messengers / delegates / couriers,A2,0.435,model_predicted
5367,שזכו,who won / who attained (pl.),A1,1.0,concordance
5368,קשורים,tied / linked / connected (m.pl.),B1,0.403,model_predicted
5369,קהילות,communities,B1,0.337,model_predicted
5370,עמודי,pages of / pillars of,A1,0.767,model_predicted
5371,אופיינית,characteristic (f.s.),C1,0.587,model_predicted
5372,חשיבה,thinking,B1,0.331,model_predicted
5373,חזקות,strong (f.pl.) / powers (math.),B1,0.373,model_predicted
5374,כבית,as a home,A1,0.832,model_predicted
5375,המוקדמת,the early / the preliminary (f.s.),A1,0.757,model_predicted
5376,המוכר,the known / the familiar / the seller / the salesman,A1,0.636,model_predicted
5377,המשפיעים,that effect / that influence (m.pl.),A1,0.795,model_predicted
5378,האופן,the mode / the manner / the way / the wheel,B1,0.332,model_predicted
5379,הכותרת,the title,A1,0.502,model_predicted
5380,ההצעה,the proposal / the suggestion / the offer,B2,0.32,model_predicted
5381,הסיום,the end,A1,0.621,model_predicted
5382,הסיבוב,the rotation / the revolution,B2,1.0,concordance
5383,הנהרות,the rivers,A1,0.725,model_predicted
5384,הנטייה,the inclination / the tendency / the tilt,C1,0.588,model_predicted
5385,דורות,generations,B1,1.0,concordance
5386,בעמק,in a valley / in the valley,B1,0.289,model_predicted
5387,טרופי,tropical (m.s.),B1,0.375,model_predicted
5388,רומן,love affair / novel,A1,0.772,model_predicted
5389,צפיפות,density / crowding,C1,0.593,model_predicted
5390,סיפק,satisfied / supplies (m.s.),B1,0.426,model_predicted
5391,סם,drug,A2,0.417,model_predicted
5392,נאסר,/ was forbidden / was imprisoned (m.s.),A2,0.447,model_predicted
5393,מלב,from a heart / from the heart of,A1,0.672,model_predicted
5394,הרבני,the rabbinical,C1,0.476,model_predicted
5395,תהומי,abyssal / deep / bottomless,C1,0.435,model_predicted
5396,שחקים,sky,A2,0.424,model_predicted
5397,השדרות,the boulevards,A2,0.372,model_predicted
5398,בפרעות,in pogroms / in riots / in the pogroms / in the riots,C1,0.435,model_predicted
5399,גדי,young goat / Capricorn,A1,0.821,model_predicted
5400,סגירת,closing of,B1,0.403,model_predicted
5401,מבצעי,the people who perform [X],A1,1.0,concordance
5402,מאורעות,events,B1,0.505,model_predicted
5403,המנהרות,the tunnels,B1,1.0,concordance
5404,עתיקות,ancient / old (f.pl.) / antiquities,C1,0.314,model_predicted
5405,חבריו,his friends,A1,0.788,model_predicted
5406,המגורים,the residence / the stimulated (m.pl.),C1,0.312,model_predicted
5407,משקאות,drinks,A1,0.832,model_predicted
5408,מעיינות,springs,A1,0.432,model_predicted
5409,התאחדות,association,C1,0.46,model_predicted
5410,רשויות,authorities,C1,0.488,model_predicted
5411,צינורות,pipes,B1,0.344,model_predicted
5412,מייצג,represents (m.s.),C1,0.49,model_predicted
5413,מושגים,concepts / obtained / achieved (m.pl.),B2,0.373,model_predicted
5414,לתרבות,to/for civilization / to/for culture / to/for the civilization / to/for the culture,C1,0.555,model_predicted
5415,לשרוד,to survive,C1,0.334,model_predicted
5416,תא,cell,A1,0.391,model_predicted
5417,פלגת,group of (mil.) / division of (family),B2,1.0,concordance
5418,גופם,their body,A1,0.667,model_predicted
5419,בתחומים,in fields / in areas / in ranges / in the fields / in the areas / in the ranges,A2,0.409,model_predicted
5420,בדיעבד,post factum,A2,1.0,concordance
5421,מנסים,try (m.pl.),A1,0.679,model_predicted
5422,ידועות,known (f.pl.),A1,0.636,model_predicted
5423,השימור,the conservation,C1,0.603,model_predicted
5424,הקשור,that/who is tied / that/who is linked / that/who is connected (m.s.),A1,1.0,concordance
5425,בקלפי,at the poll / in the polling booth,B2,0.272,model_predicted
5426,ליברליות,liberalism / liberal (f.pl.),C1,0.612,model_predicted
5427,מורה,teacher,A1,0.772,model_predicted
5428,יציבה,stable (f.s.),C1,0.507,model_predicted
5429,תאוריית,the theory of,C1,0.464,model_predicted
5430,זיקה,affinity / linkage / disposition,C1,0.578,model_predicted
5431,לתואר,to/for a title / to/for a degree / to/for an adjective / to/for an appearance / to/for a shape / to/for the title / to/for the degree / to/for the adjective / to/for the appearance / to/for the / lato'ar / shape,A1,0.502,model_predicted
5432,תפוצת,the distribution of,C1,0.482,model_predicted
5433,אמנותי,artistic (m.s.) / my art,B1,0.434,model_predicted
5434,הכדורגל,the football / the soccer,A1,0.674,model_predicted
5435,בירה,capital / beer,A2,0.477,model_predicted
5436,נפח,volume / blacksmith,B1,0.308,model_predicted
5437,השיגעון,the madness / the insanity,C1,0.389,model_predicted
5438,מטפל,the care giver / treats / handles (m.s.),A1,0.743,model_predicted
5439,במאים,directors,A2,0.413,model_predicted
5440,הגייה,pronunciation,B1,0.321,model_predicted
5441,הוריו,his parents,A1,0.788,model_predicted
5442,להיכל,to a palace / to a temple / to the palace / to the temple,B1,0.299,model_predicted
5443,סרטון,film strip,A1,1.0,concordance
5444,נגן,player (of music) / play (music) (m.s. imperative),A1,0.502,model_predicted
5445,החזרה,return / giving back / the repetition / the rehearsal,B1,0.41,model_predicted
5446,הפואמה,the poem,A2,0.297,model_predicted
5447,לנוער,for youth / for the youth of / for the youth,A1,0.591,model_predicted
5448,התופעות,the phenomena,C1,0.529,model_predicted
5449,הדומים,the similar (m.pl.),A2,0.375,model_predicted
5450,רוכב,rides (m.s.),A1,0.565,model_predicted
5451,המימן,the hydrogen,B2,0.428,model_predicted
5452,החיידקים,the bacteria,B2,0.339,model_predicted
5453,הכדורסל,the basketball,A1,1.0,concordance
5454,גלוקוז,glucose,B2,0.315,model_predicted
5455,גומלין,reciprocal / mutual,C1,0.568,model_predicted
5456,ברומח,by/with the lance / by/with a lance,A1,0.565,model_predicted
5457,רומח,spear / lance,B2,0.361,model_predicted
5458,סיבובים,rotations / revolutions / whirls,B2,1.0,concordance
5459,לתחרות,to/for a competition / to/for the competition,B1,0.384,model_predicted
5460,פיזיולוגיה,physiology,C1,0.45,model_predicted
5461,מכילים,contain (m.pl.),A2,0.404,model_predicted
5462,בטמפרטורות,at temperatures,A1,0.647,model_predicted
5463,חיזור,courting / reduction (chemistry),B2,0.454,model_predicted
5464,ירדתי,I went down / I came down / I descended,A1,0.701,model_predicted
5465,אצלי,in my possession / at my place / near me,B2,0.357,model_predicted
5466,כולנו,all of us,A1,1.0,concordance
5467,לבנין,to a building / for the building of,A1,0.534,model_predicted
5468,וכה,and so / thither [hither and thither],C1,0.508,model_predicted
5469,שלשול,diarrhea / earthworm,C1,0.302,model_predicted
5470,שזיפים,plums,A2,0.319,model_predicted
5471,ענפיו,its branches,A1,0.823,model_predicted
5472,להציע,to propose / to suggest / to offer,B2,0.341,model_predicted
5473,בשמש,in the sun,A1,0.76,model_predicted
5474,בשלום,in peace,B2,0.324,model_predicted
5475,מלכת,queen of,A2,0.356,model_predicted
5476,מאין,from where,A1,0.672,model_predicted
5477,חרושת,industry / manufacture,B2,0.367,model_predicted
5478,מתוק,sweet (m.s.),A1,0.745,model_predicted
5479,לתוכה,into her/it,A2,0.293,model_predicted
5480,פיה,nozzle / mouthpiece / fairy,B2,0.382,model_predicted
5481,עופרת,lead,B1,0.39,model_predicted
5482,ציינו,noted / marked / pointed out (pl.),C1,0.463,model_predicted
5483,נחתם,was signed,A2,0.447,model_predicted
5484,להודיע,to notify,C1,0.361,model_predicted
5485,ויאמר,and he will say / and he shall say / and he said (biblical) / and will be said,A1,0.714,model_predicted
5486,הישנים,the old (m.pl.) / the sleeping (m.pl.),A1,0.717,model_predicted
5487,ההכרה,the recognition / the consciousness,C1,0.533,model_predicted
5488,הס,quite,A2,0.45,model_predicted
5489,דיברו,spoke / talked (pl.),A1,0.36,model_predicted
5490,בכבוד,respectfully / with honor,C1,0.447,model_predicted
5491,צמודה,attached / linked / adjacent (f.s.),B1,0.315,model_predicted
5492,משך,duration / pulled / attracted / withdrew,C1,0.398,model_predicted
5493,מנוחה,rest / deceased (f.s.),A2,0.344,model_predicted
5494,זכוכית,glass,A1,0.765,model_predicted
5495,הזרעים,the seeds,A2,0.387,model_predicted
5496,החרדים,the fearful / the anxious / the ultra-orthodox (m.pl.),C1,0.416,model_predicted
5497,הבגדים,the clothes,A1,0.753,model_predicted
5498,הטובות,the good / the favors (f.pl.),A1,0.76,model_predicted
5499,בדברים,in the things / in the matters / in the words / in the speech / in the things that were said / talked / negotiated,A1,0.733,model_predicted
5500,מצליחים,succeed / successful (m.pl.),B1,0.39,model_predicted
5501,לשדה,to the field / to a field,A2,0.409,model_predicted
5502,שהעניק,that/who gave (m.s.),A1,1.0,concordance
5503,עונש,punishment,C1,0.436,model_predicted
5504,עצום,huge (m.s.),A2,0.381,model_predicted
5505,חלש,weak (m.s.),C1,0.446,model_predicted
5506,חופשיות,free (f.s.),A1,0.674,model_predicted
5507,הידיעות,the news,A1,0.623,model_predicted
5508,הידיעה,the knowledge / the news,A2,0.343,model_predicted
5509,הולכי,the walkers of / pedestrians,B1,0.406,model_predicted
5510,השתנה,changed (m.s.),A2,0.344,model_predicted
5511,השחורים,the black (m.pl.),A1,0.766,model_predicted
5512,האותיות,the letters,A1,0.786,model_predicted
5513,האנושיות,the humanism / the humane (f.pl.),C1,0.58,model_predicted
5514,הסכנה,the danger / the risk,B2,0.335,model_predicted
5515,במקצת,somewhat / slightly,B1,0.335,model_predicted
5516,בחר,chose / selected / voted (m.s.),A2,0.353,model_predicted
5517,נענה,answered / agreed / was answered (m.s.),A1,0.684,model_predicted
5518,נסיעה,drive / travel,A1,0.75,model_predicted
5519,משרת,servant / serves (m.s.),B1,0.338,model_predicted
5520,מפורט,detailed (m.s.),B1,0.354,model_predicted
5521,מהארץ,from the country / from Israel,A1,0.672,model_predicted
5522,מטופל,patient / taken care of / person who is taken care of (m.s.),A1,1.0,concordance
5523,מסודרים,organized / settled (m.pl.),C1,0.468,model_predicted
5524,להכריע,to decide / to overpower,A2,0.365,model_predicted
5525,לרגלי,at the feet of / at my feet / to/for my legs,A1,0.703,model_predicted
5526,ומאז,and since then,A1,0.351,model_predicted
5527,ולו,and to/for him / and he has / and he had / even if,A1,0.795,model_predicted
5528,ואחרות,and other (f.pl.) / and others (f.),A1,0.577,model_predicted
5529,והחלו,and started (pl.),A1,0.55,model_predicted
5530,שלחו,sent (pl.),A2,0.421,model_predicted
5531,שלטה,ruled (f.s.),B2,0.363,model_predicted
5532,ששמו,that/who placed / that/who put (pl.),A1,1.0,concordance
5533,שעלו,that/who went up / that/who climbed / that/who increased / who immigrated (pl.),A1,1.0,concordance
5534,שכונתה,that/who was named (f.s.),A1,1.0,concordance
5535,פוגע,hits / damages / offensive (m.s.),B2,1.0,concordance
5536,פשרה,compromise / conciliation,C1,0.504,model_predicted
5537,פנימית,internal (f.s.),B2,0.321,model_predicted
5538,עבודתם,their work,A1,0.667,model_predicted
5539,חיפוש,search,A2,0.434,model_predicted
5540,איכרים,peasants / farmers,C1,0.463,model_predicted
5541,זוהר,glowing / shining / glow / shine,B2,0.353,model_predicted
