word,transliteration,meaning,part_of_speech,root,binyan,cefr_level
מטפל,mtfl,A caregiver is a caregiver.,noun,,,C1
מיון,myvn,A lot of attention is paid to it.,noun,,,C1
מל,ml,Mel is a very popular name.,propn,,,C1
מלהיות,mlhyvt,From being  to being,adv,,,C1
מעיל,m'yl,coat,noun,,,C1
פורש,fvrsh,Forsh,verb,פ-ר-ש,PUAL,C1
מקצועיות,mktzv'yvt,Professionalism is a profession.,noun,,,C1
שידר,shydr,Send the message.,verb,ש-ד-ר,PIEL,C1
שוגע,shvg',He is crazy.,verb,ש-ג-ע,PIEL,C1
משולב,mshvlv,Mixed together,verb,מ-ש-ב,PUAL,C1
משמעת,mshm't,Discipline is what it's all about.,noun,,,C1
תוכנן,tvchnn,Planned Planned,verb,ת-כ-נ,PUAL,C1
נהפך,nhfch,It's the other way around.,verb,נ-פ-כ,NIFAL,C1
נוזל,nvzl,Liquid is a liquid.,noun,,,C1
נחוץ,nchvtz,It is necessary.,adj,,,C1
נרצה,nrtzh,We're going to want it.,verb,נ-ר-ה,PAAL,C1
עצומה,'tzvmh,It's huge and huge.,noun,,,C1
עתיקות,'tykvt,Antiquities are ancient.,noun,,,C1
פוטין,fvtyn,Putin is the leader of the Russian Federation.,propn,,,C1
פולחן,fvlchn,Worship is worship.,noun,,,C1
פרדס,frds,The horses.,propn,,,C1
פריט,fryt,Items of the item.,noun,,,C1
צנוע,tznv',Humble and humble.,adj,,,C1
קולונל,kvlvnl,Colonel,noun,,,C1
קין,kyn,Ken,propn,,,C1
קפיצה,kfytzh,Jump up and down.,noun,,,C1
קרבן,krvn,The sacrifice was made.,noun,,,C1
רובן,rvvn,Most of them.,noun,,,C1
רענן,r'nn,Fresh and fresh.,propn,,,C1
שגיא,shgy',Make a mistake.,propn,,,C1
שושן,shvshn,The shrimp is a shrimp.,propn,,,C1
תכלית,tchlyt,Purpose: Purpose.,noun,,,C1
תצפית,ttzfyt,Keep an eye out.,noun,,,C1
אבוד,'vvd,Lost and found.,adj,,,C1
אחינו,'chynv,Our brother.,noun,,,C1
אלמוג,'lmvg,I don't know what to do.,propn,,,C1
אסטרטגי,'strtgy,Strategic and strategic.,adj,,,C1
אשכנז,'shchnz,I'm going to make a decision.,propn,,,C1
בובי,vvvy,Bobby is the one.,propn,,,C1
"בת""א",vt',"""Better than that"".",propn,,,C1
גמל,gml,The camel.,noun,,,C1
דיגיטלי,dygytly,Digitally,adj,,,C1
דניס,dnys,Dennis,propn,,,C1
דפנה,dfnh,I've been waiting for you.,propn,,,C1
הוט,hvt,The heat is on.,propn,,,C1
זכריה,zchryh,Zechariah is the name of the temple.,propn,,,C1
זמרת,zmrt,A singer and songwriter.,noun,,,C1
חילול,chylvl,Dishonesty is blasphemy.,noun,,,C1
חשוף,chshvf,exposed.,adj,,,C1
יורש,yvrsh,Heir to the throne.,noun,,,C1
יריחו,yrychv,The smell of it.,propn,,,C1
כנסיה,chnsyh,church church,noun,,,C1
כפרה,chfrh,"A village, a village.",noun,,,C1
ביסס,vyss,The bison,verb,ב-ס-ס,PIEL,C1
העסיק,h'syk,Be busy with your work.,verb,ע-ס-ק,HIFIL,C1
התכונ,htchvn,Be prepared for this.,verb,כ-ו-נ,HITPAEL,C1
לורן,lvrn,Lauren is the one.,propn,,,C1
ליטא,lyt',Lithuania,propn,,,C1
לימון,lymvn,Lemon is the name of the lemon.,noun,,,C1
לכדור,lchdvr,to the ball.,adv,,,C1
לכול,lchvl,For all of us,adv,,,C1
מחה,mchh,It's a lot of fun.,verb,מ-ח-ה,PAAL,C1
למטוס,lmtvs,To the plane.,adv,,,C1
לפצותו,lftzvtv,to reward him,verb,פ-צ-ו,PIEL,C1
פירט,fyrt,Fits are made of feathers.,verb,פ-ר-ט,PIEL,C1
לקיר,lkyr,To the wall.,adv,,,C1
לשמאל,lshm'l,To the left.,adv,,,C1
מאסטר,m'str,Master Master,propn,,,C1
מוצק,mvtzk,It is solid.,adj,,,C1
מחבר,mchvr,A friend of mine wrote.,noun,,,C1
מיה,myh,What is the meaning of life?,propn,,,C1
ייצר,yytzr,will be produced.,verb,י-צ-ר,PIEL,C1
מינכן,mynchn,Munich is a city.,propn,,,C1
מכללה,mchllh,College College,noun,,,C1
ממשלתי,mmshlty,governmental,adj,,,C1
מנדט,mndt,The mandate is to send a message.,noun,,,C1
מנדל,mndl,Mandela was born.,propn,,,C1
מסור,msvr,Traditionally,adj,,,C1
מערבי,m'rvy,western side.,adj,,,C1
משקף,mshkf,A mirror is a mirror.,noun,,,C1
מתרגם,mtrgm,Translating the text into English.,noun,,,C1
נד,nd,We're not going to stop.,propn,,,C1
נדר,ndr,It's a good idea.,propn,,,C1
נוהל,nvhl,The procedure is simple.,noun,,,C1
ניתוק,nytvk,Disconnected,noun,,,C1
נית,nyt,"It's not just me, it's you.",noun,,,C1
נכה,nchh,Disabled people.,noun,,,C1
נסיכה,nsychh,A princess is a princess.,noun,,,C1
נענה,n'nh,We will be answered.,verb,נ-ע-ה,NIFAL,C1
סנטר,sntr,The center of the heart.,propn,,,C1
עושר,'vshr,Wealthy people.,noun,,,C1
עותק,'vtk,A copy of it.,noun,,,C1
עי,'y,The eye is on the other side.,propn,,,C1
פטר,ftr,Peter is the author of the book.,propn,,,C1
פנינה,fnynh,The pearl.,propn,,,C1
פסול,fsvl,It's a waste of time.,adj,,,C1
צום,tzvm,To the end of the day.,noun,,,C1
צמיחה,tzmychh,growth.,noun,,,C1
קרלוס,krlvs,Carlos,propn,,,C1
רוחו,rvchv,His spirit.,noun,,,C1
ריו,ryv,Rio,propn,,,C1
רימון,rymvn,Rimmon is the name of the game.,propn,,,C1
רעל,r'l,Poison is a poison.,noun,,,C1
"שו""",shv,"""It's the same thing"".",noun,,,C1
שייכות,shyychvt,belongs to,noun,,,C1
שמץ,shmtz,The strawberries.,noun,,,C1
תפילות,tfylvt,Prayers are offered.,noun,,,C1
אגד,'gd,The legendary legend.,propn,,,C1
אהובה,'hvvh,The favorite,propn,,,C1
אחורי,'chvry,The rear end.,adj,,,C1
אילנה,'ylnh,Elena is the one.,propn,,,C1
אנדי,'ndy,Andy is the star of the show.,propn,,,C1
אנשיו,'nshyv,His people.,noun,,,C1
אספר,'sfr,I'm not counting.,verb,א-ס-ר,PAAL,C1
אפרת,'frt,You're a piece of shit.,propn,,,C1
בום,vvm,"Boom, boom, boom!",propn,,,C1
בוסטון,vvstvn,Boston is a city.,propn,,,C1
בלו,vlv,Blue is blue.,propn,,,C1
בלפור,vlfvr,"In Belfort, it is possible.",propn,,,C1
בעור,v'vr,In the skin.,noun,,,C1
ברא,vr',Bra Bra Bra,verb,ב-ר-א,PAAL,C1
גדלה,gdlh,Growing up.,noun,,,C1
גול,gvl,The goal is to score.,propn,,,C1
דום,dvm,Dom Dom,noun,,,C1
הומואים,hvmv'ym,Gay people are gays.,noun,,,C1
חילוני,chylvny,Secular.,adj,,,C1
חנינה,chnynh,Mercy is forgiveness.,noun,,,C1
חץ,chtz,Arrow  Arrow,noun,,,C1
כרב,chrv,It's the first time that I've done it.,noun,,,C1
כרוך,chrvch,Wrap it up.,adj,,,C1
כתוב,chtvv,Written,adj,,,C1
הכשיר,hchshyr,The device,verb,כ-ש-ר,HIFIL,C1
הפתיע,hfty',The surprise.,verb,פ-ת-ע,HIFIL,C1
התלבש,htlvsh,Dress up and dress up.,verb,ל-ב-ש,HITPAEL,C1
חטף,chtf,Kidnapped by the police.,verb,ח-ט-פ,PAAL,C1
לחן,lchn,Humidity is what makes it so.,noun,,,C1
חינך,chynch,Your education.,verb,ח-נ-כ,PIEL,C1
לשווא,lshvv',In vain.,adv,,,C1
האט,h't,He had a lot of fun.,propn,,,C1
מחסום,mchsvm,Blocked,noun,,,C1
מטופל,mtvfl,The patient is a patient.,noun,,,C1
מכריע,mchry',Decisive and decisive.,adj,,,C1
מלצר,mltzr,A waiter is a waiter.,propn,,,C1
הריח,hrych,The smell of it.,verb,ה-ר-ח,PAAL,C1
ניגוד,nygvd,Contradiction is the opposite.,noun,,,C1
נשמר,nshmr,We will be preserved.,verb,נ-ש-ר,NIFAL,C1
סדום,sdvm,Sodom,propn,,,C1
ספירה,sfyrh,The countdown.,noun,,,C1
פולני,fvlny,Polish,adj,,,C1
צעצוע,tz'tzv',A toy is a toy.,noun,,,C1
קטלני,ktlny,It is deadly.,adj,,,C1
קרדיט,krdyt,Credit card,noun,,,C1
ראיין,r'yyn,The interview was conducted by Ryan.,propn,,,C1
רכבה,rchvh,The chariot.,noun,,,C1
שגוי,shgvy,It was a mistake.,adj,,,C1
שהה,shhh,That's the way it is.,verb,ש-ה-ה,PAAL,C1
שחיתות,shchytvt,Corruption is corruption.,noun,,,C1
שכנראה,shchnr'h,It is likely that,adv,,,C1
תהיל,thyl,Praise be to you.,noun,,,C1
תחתון,tchtvn,Underwear,noun,,,C1
תכלה,tchlh,It's been a long time coming.,noun,,,C1
רגם,rgm,It's the same as the original.,verb,ר-ג-מ,PAAL,C1
אבטחת,'vtcht,Security is guaranteed.,noun,,,C1
אביטל,'vytl,Abhittal is the name of the game.,propn,,,C1
אוצרה,'vtzrh,A treasure is a treasure.,noun,,,C1
אימו,'ymv,His mother.,propn,,,C1
בקי,vky,BK,propn,,,C1
בריחה,vrychh,Escape from the city.,noun,,,C1
ג'ף,gf,It's a good idea.,propn,,,C1
ג'רזי,grzy,The jersey is red.,propn,,,C1
גדה,gdh,It's a great place to go.,noun,,,C1
גולד,gvld,Gold is gold.,propn,,,C1
גיבוש,gyvvsh,The formation of the formation.,noun,,,C1
גיטרה,gytrh,Guitar  Guitar,noun,,,C1
גרף,grf,The graph is a graph.,propn,,,C1
הלן,hln,Helen was born.,propn,,,C1
חבילות,chvylvt,Packages are available.,noun,,,C1
חסון,chsvn,It's a good idea.,propn,,,C1
טרמפ,trmf,Take a ride,noun,,,C1
יושב,yvshv,He sat down.,noun,,,C1
יז,yz,It's not easy.,propn,,,C1
לד,ld,To the end of the day.,noun,,,C1
לדת,ldt,to the religion.,noun,,,C1
לוסי,lvsy,Lucy is the one.,propn,,,C1
ליאו,ly'v,Leo,propn,,,C1
לכבות,lchvvt,Turn it off.,verb,כ-ב-ת,PAAL,C1
כינס,chyns,The kitchen is the place to be.,verb,כ-נ-ס,PIEL,C1
ימד,ymd,It's the same size.,verb,י-מ-ד,PAAL,C1
מבוקש,mvvksh,Wanted,adj,,,C1
מולדת,mvldt,His native land.,noun,,,C1
הוצג,hvtzg,The display is displayed.,verb,ה-צ-ג,PUAL,C1
מיזוג,myzvg,A merger is a merger.,noun,,,C1
מיין,myyn,Mine is mine.,propn,,,C1
מעצב,m'tzv,The designer is a designer.,noun,,,C1
מצע,mtz',It's a great feeling to be here.,noun,,,C1
משקיע,mshky',Investor,noun,,,C1
השתלם,hshtlm,It was paid for.,adj,,,C1
התבצע,htvtz',The operation took place.,verb,ב-צ-ע,HITPAEL,C1
נגדי,ngdy,against me.,adv,,,C1
סבבה,svvh,It's a good idea.,adv,,,C1
סטוד,stvd,Study Study,noun,,,C1
סמלי,smly,Symbols are symbolic.,adj,,,C1
סתירה,styrh,Contradiction is a contradiction.,noun,,,C1
עדינה,'dynh,It's very gentle.,adj,,,C1
עו,'v,The law is the law.,propn,,,C1
עפרה,'frh,The clay is clay.,propn,,,C1
עקרונית,'krvnyt,The principle is that it's important to know what's going on.,adv,,,C1
פנסיה,fnsyh,Retirement is a retirement.,noun,,,C1
פסולת,fsvlt,Waste of waste.,noun,,,C1
פרוייקט,frvyykt,Project,noun,,,C1
פרנסיס,frnsys,Francis,propn,,,C1
צה,tzh,I'm going to tell you about the C++ program.,noun,,,C1
ציפייה,tzyfyyh,Expectations are high.,noun,,,C1
קללה,kllh,The curse is upon me.,noun,,,C1
קריטי,kryty,critical critical,adj,,,C1
רוג'ר,rvgr,Rog'r,propn,,,C1
רנה,rnh,It's the first time I've seen it.,propn,,,C1
שביקש,shvyksh,He asks for it.,verb,ש-ב-ש,PIEL,C1
שבעל,shv'l,and that the husband is married.,noun,,,C1
שגיאה,shgy'h,Mistake is a mistake.,noun,,,C1
שטרית,shtryt,The story of a young girl.,propn,,,C1
שיגור,shygvr,Launched,noun,,,C1
שפל,shfl,It's low.,noun,,,C1
תיאום,ty'vm,Coordination is needed.,noun,,,C1
אוהל,'vhl,Tent  Tent,noun,,,C1
אכיפה,'chyfh,I'm going to force it.,noun,,,C1
אלמלא,'lml',"If you don't, you're not going to be satisfied.",adv,,,C1
אלתרמן,'ltrmn,Altherman,propn,,,C1
אמילי,'myly,Emily,propn,,,C1
אשל,'shl,I'm going to try to make it work.,propn,,,C1
בבא,vv',The baby is born.,propn,,,C1
בז,vz,"By the way, it's a good idea.",propn,,,C1
בירור,vyrvr,"Clearly, there is no doubt about it.",noun,,,C1
בישוב,vyshvv,"Once again, we're back together.",adv,,,C1
ברל,vrl,Barrel of oil.,propn,,,C1
ג'ודי,gvdy,Godi,propn,,,C1
גבה,gvh,High up,verb,ג-ב-ה,PAAL,C1
דיל,dyl,Deal with it.,noun,,,C1
דיסני,dysny,Disney's is the first.,propn,,,C1
דמשק,dmshk,Damascus is the place to be.,propn,,,C1
ז'אן,z'n,This is where I'm going.,propn,,,C1
זיין,zyyn,To be and to be.,propn,,,C1
חיבוק,chyvvk,A hug is a hug.,noun,,,C1
חיסון,chysvn,The vaccine is a vaccine.,noun,,,C1
חרס,chrs,The pottery is made of pottery.,noun,,,C1
יוקרה,yvkrh,It's a great place to be.,noun,,,C1
יט,yt,It's the first time I've seen it.,propn,,,C1
כוכבה,chvchvh,A star is a star.,noun,,,C1
לאום,l'vm,to the nation.,noun,,,C1
להב,lhv,The sword is a sword.,propn,,,C1
הפגין,hfgyn,The demonstration.,verb,פ-ג-נ,HIFIL,C1
הציב,htzyv,It's the first time I've seen it.,verb,צ-י-ב,HIFIL,C1
התאבד,ht'vd,He committed suicide.,verb,א-ב-ד,HITPAEL,C1
לחלון,lchlvn,To the window,adv,,,C1
חסם,chsm,A barrier to entry.,verb,ח-ס-מ,PAAL,C1
ניתח,nytch,Try it out.,verb,נ-ת-ח,PIEL,C1
מגדר,mgdr,Gender and gender.,noun,,,C1
מדען,md'n,A scientist.,noun,,,C1
מוחי,mvchy,My brain is full of it.,adj,,,C1
מוניטין,mvnytyn,The reputation of the company.,noun,,,C1
מורשה,mvrshh,The legacy of heritage.,propn,,,C1
מזכירות,mzchyrvt,secretaries secretaries,noun,,,C1
מירב,myrv,Mirib,propn,,,C1
מנוסה,mnvsh,Experience with the project,adj,,,C1
פיגר,fygr,Figure,noun,,,C1
רוכז,rvchz,The focus is on the future.,verb,ר-כ-ז,PUAL,C1
מרוסיה,mrvsyh,From Russia,propn,,,C1
מתושב,mtvshv,It is inhabited.,noun,,,C1
ניקול,nykvl,Nicole is the one.,propn,,,C1
נשי,nshy,Female  Female,adj,,,C1
סבון,svvn,Soap,noun,,,C1
סוציאלי,svtzy'ly,I'm social and I'm social.,adj,,,C1
סיפוק,syfvk,Satisfaction with what you have.,noun,,,C1
סמואל,smv'l,Samuel was a great man.,propn,,,C1
עיתונאית,'ytvn'yt,A journalist is a journalist.,noun,,,C1
עשייה,'shyyh,Making the most of it.,noun,,,C1
פורד,fvrd,Ford Ford,propn,,,C1
קורט,kvrt,Courtesy of the Court of Appeals.,propn,,,C1
קסום,ksvm,Magic is magic.,adj,,,C1
קתרין,ktryn,Catherine is the first.,propn,,,C1
שח,shch,Chess is a game of chess.,noun,,,C1
שיפוץ,shyfvtz,The renovation was completed.,noun,,,C1
שנת,shnt,Year of the year.,verb,ש-נ-ת,PAAL,C1
תירס,tyrs,Corn flour.,noun,,,C1
אודי,'vdy,Audi,propn,,,C1
אורנה,'vrnh,Orna,propn,,,C1
אקדמי,'kdmy,Academic,adj,,,C1
אקספרס,'ksfrs,The Express,propn,,,C1
בוני,vvny,Bonnie is the one.,propn,,,C1
בתיה,vtyh,Her daughter.,propn,,,C1
ג'ורדן,gvrdn,Jordan is the only one.,propn,,,C1
גולדשטיין,gvldshtyyn,Goldstein is the only one.,propn,,,C1
גסה,gsh,It's rough.,adj,,,C1
דחייה,dchyyh,Rejection of the Order,noun,,,C1
דיאלוג,dy'lvg,A dialogue is a conversation.,noun,,,C1
דרגה,drgh,Degree Degree,noun,,,C1
דרומית,drvmyt,South of the border.,adv,,,C1
דרשה,drshh,He preached a sermon.,noun,,,C1
דשא,dsh',The grass.,noun,,,C1
האן,h'n,The Han,propn,,,C1
וורן,vvrn,"Warren, you know.",propn,,,C1
חלקן,chlkn,Some of them,adv,,,C1
כוחם,chvchm,Their power is powerful.,noun,,,C1
כוכבא,chvchv',The star is coming.,propn,,,C1
כתף,chtf,shoulder.,noun,,,C1
הכחיש,hchchysh,Denial is denial.,verb,כ-ח-ש,HIFIL,C1
לוקאס,lvk's,Lucas is the only one.,propn,,,C1
לחות,lchvt,Humidity is a factor.,noun,,,C1
לרבן,lrvn,To the point of being rude.,noun,,,C1
שטף,shtf,It's a lot of work.,verb,ש-ט-פ,PAAL,C1
שפך,shfch,Your lips.,verb,ש-פ-כ,PAAL,C1
שתק,shtk,Shut the fuck up.,verb,ש-ת-ק,PAAL,C1
לתא,lt',into the cell.,verb,,PAAL,C1
מוסקבה,mvskvh,Moscow,propn,,,C1
חילק,chylk,It's a different story.,verb,ח-ל-ק,PIEL,C1
מימוש,mymvsh,Implementation of the plan,noun,,,C1
מכור,mchvr,Addicted to drugs.,noun,,,C1
ממין,mmyn,of the sexes.,propn,,,C1
ממתק,mmtk,From the candy,noun,,,C1
מניע,mny',The motivation is the motivation.,noun,,,C1
מענין,m'nyn,They're interested in you.,adj,,,C1
מעשן,m'shn,Smoking is illegal.,noun,,,C1
מפגין,mfgyn,demonstrating,noun,,,C1
מק,mk,Mac Mac,propn,,,C1
הקדה,hkdh,It's the end of the line.,verb,ה-ק-ה,PIEL,C1
קינא,kyn',Jealousy is the name of the game.,verb,ק-נ-א,PIEL,C1
מרום,mrvm,From the bottom up.,propn,,,C1
התחייב,htchyyv,Commitment is a commitment.,verb,ח-י-י,HITPAEL,C1
נהריה,nhryh,The river is a river.,propn,,,C1
נלמד,nlmd,Let's learn a lesson.,verb,נ-ל-ד,NIFAL,C1
נעורים,n'vrym,Youths,noun,,,C1
נשאל,nsh'l,We will be asked,verb,נ-ש-ל,NIFAL,C1
סוללה,svllh,The battery.,noun,,,C1
סיעה,sy'h,It's about an hour.,noun,,,C1
סקי,sky,Skiing is a must.,propn,,,C1
עיניך,'ynych,Your eyes.,noun,,,C1
עצרת,'tzrt,You have stopped.,noun,,,C1
ערד,'rd,The earth is flat.,propn,,,C1
פנימייה,fnymyyh,The interior of the building.,noun,,,C1
צ'ק,tzk,It's the end of the world.,propn,,,C1
צפונית,tzfvnyt,North of it.,adv,,,C1
קדש,kdsh,Holy shit.,propn,,,C1
קייט,kyyt,Kate is a chain.,propn,,,C1
ראשה,r'shh,The headline is,propn,,,C1
שאב,sh'v,I've been waiting for you.,verb,ש-א-ב,PAAL,C1
שבמקום,shvmkvm,which is in place,adv,,,C1
שחזור,shchzvr,It's a return to form.,noun,,,C1
שיקגו,shykgv,Chicago is the city of Chicago.,propn,,,C1
שלשום,shlshvm,The day before yesterday,adv,,,C1
תג,tg,The answer is simple.,noun,,,C1
תוד,tvd,Thank you very much.,noun,,,C1
יבד,yvd,It's lost.,verb,י-ב-ד,PAAL,C1
אבישי,'vyshy,Abhishek himself.,propn,,,C1
אנ,'n,I'm going to tell you.,adv,,,C1
אשפה,'shfh,Garbage is garbage.,noun,,,C1
בער,v'r,In the heat of the moment.,verb,ב-ע-ר,PAAL,C1
גיורא,gyvr',Gira is a great place to visit.,propn,,,C1
דובי,dvvy,"Dude, you've got to be careful.",propn,,,C1
דיאטה,dy'th,The diet is a diet.,noun,,,C1
הולמס,hvlms,Holmes is the only one.,propn,,,C1
הונאה,hvn'h,Fraud is a fraud.,noun,,,C1
התנצלות,htntzlvt,Apologies are needed.,noun,,,C1
וול,vvl,Wall Street is a great place to be.,propn,,,C1
חדל,chdl,Stop it now.,verb,ח-ד-ל,PAAL,C1
חוסיין,chvsyyn,Hossein is the only one.,propn,,,C1
חוקיות,chvkyvt,The legality of the law.,noun,,,C1
חושך,chvshch,It's dark and dark.,noun,,,C1
חיידק,chyydk,A bacterium is a bacterium.,noun,,,C1
חרות,chrvt,Freedom of speech.,propn,,,C1
חתיכות,chtychvt,Pieces of paper,noun,,,C1
טורניר,tvrnyr,The tournament is open to the public.,noun,,,C1
טסה,tsh,TSA,propn,,,C1
יהב,yhv,יהב,propn,,,C1
יוחאי,yvch'y,John the Baptist.,propn,,,C1
ימית,ymyt,It's the sea.,propn,,,C1
כפוף,chfvf,exposed to,adj,,,C1
לאם,l'm,Not at all.,adv,,,C1
ביטח,vytch,Insurance policy.,adv,,,C1
ליחס,lychs,to the attitude towards them.,verb,י-ח-ס,PAAL,C1
לנהר,lnhr,to the river.,propn,,,C1
לרבים,lrvym,For many people.,adv,,,C1
מאורע,m'vr',Based on a true story.,noun,,,C1
מגבלה,mgvlh,from the restrictions.,noun,,,C1
מוטיבציה,mvtyvtzyh,Motivation is what motivates you.,noun,,,C1
מחויבות,mchvyvvt,Commitment is a commitment.,noun,,,C1
מטבח,mtvch,The kitchen is the kitchen.,noun,,,C1
כירה,chyrh,The city of Cairo.,verb,כ-ר-ה,PAAL,C1
מכשול,mchshvl,an obstacle,noun,,,C1
מנתח,mntch,A surgeon is a surgeon.,noun,,,C1
מפורש,mfvrsh,Explained,adj,,,C1
ציער,tzy'r,A pipe is a pipe.,verb,צ-ע-ר,PAAL,C1
התמחה,htmchh,Specialization is a skill.,verb,מ-ח-ה,HITPAEL,C1
נאם,n'm,Nam is the name of the game.,verb,נ-א-מ,PAAL,C1
נוראי,nvr'y,It's terrible.,adj,,,C1
התראה,htr'h,Beware of this.,verb,ת-ר-ה,NIFAL,C1
סגנית,sgnyt,Deputy secretary,noun,,,C1
סופיה,svfyh,Sophia is a very special person.,propn,,,C1
סיפון,syfvn,Shipboard is the name of the ship.,noun,,,C1
סלח,slch,I'm sorry to hear that.,verb,ס-ל-ח,PAAL,C1
עוול,'vvl,The injustice.,noun,,,C1
עמיחי,'mychy,My friends.,propn,,,C1
עממי,'mmy,My people.,adj,,,C1
פורה,fvrh,Fruit is fruitful.,propn,,,C1
פין,fyn,Finnish,propn,,,C1
פלאש,fl'sh,Flash is a flash.,propn,,,C1
פנאי,fn'y,Recreational activities are provided.,noun,,,C1
פנייה,fnyyh,Turning to God.,noun,,,C1
פרוטוקול,frvtvkvl,The protocol,noun,,,C1
פתק,ftk,A note,noun,,,C1
צ'ארלי,tz'rly,"Charlie, Charlie, Charlie, Charlie, Charlie, Charlie, Charlie, Charlie, Charlie,",propn,,,C1
צ'לסי,tzlsy,Ch'elsey is the one.,propn,,,C1
צוללת,tzvllt,Submarine is a submersible.,noun,,,C1
צח,tzch,It's a bit of a mess.,propn,,,C1
צפיות,tzfyvt,Watching is a good idea.,noun,,,C1
קבץ,kvtz,File,noun,,,C1
קיימא,kyym',Sustainable,propn,,,C1
רבתי,rvty,I've been around.,propn,,,C1
רמלה,rmlh,The Ramla,propn,,,C1
שבסוף,shvsvf,"And finally, at the end of the day.",adv,,,C1
שנהרג,shnhrg,to be killed.,verb,ש-נ-ג,PUAL,C1
שקוף,shkvf,Transparent monkey,adj,,,C1
שתן,shtn,Urinating and urinating.,noun,,,C1
תבל,tvl,You're going to find out.,propn,,,C1
תובע,tvv',Prosecutor's office said:,noun,,,C1
תו,tv,Note to self:,noun,,,C1
תערוכת,t'rvcht,Exhibition,noun,,,C1
אבחנה,'vchnh,I'm going to make a diagnosis.,noun,,,C1
אודה,'vdh,Thank you very much.,intj,,,C1
אווה,'vvh,Ava,propn,,,C1
אוסטריה,'vstryh,Austria,propn,,,C1
איה,'yh,It's the same thing.,propn,,,C1
אלימלך,'lymlch,I am the king of kings.,propn,,,C1
אנדרואיד,'ndrv'yd,It is an Android device.,noun,,,C1
